
   INFO  Server running on [http://0.0.0.0:8055].  

  Press Ctrl+C to stop the server
  2025-04-15 16:51:45 /api/appliances .............................. ~ 0.52ms
  2025-04-15 16:51:45 /api/appliances .............................. ~ 0.42ms
  2025-04-15 16:53:42 /api/appliances .............................. ~ 0.08ms
  2025-04-15 16:53:42 /api/appliances .............................. ~ 0.28ms
  2025-04-15 16:53:42 /api/appliances .............................. ~ 0.02ms
  2025-04-15 16:53:42 /api/appliances ............................ ~ 500.22ms
  2025-04-15 16:53:43 /api/sensores ................................ ~ 0.07ms
  2025-04-15 16:53:43 /api/sensores ................................ ~ 0.29ms
  2025-04-15 16:53:43 /api/sensores .............................. ~ 500.24ms
  2025-04-15 16:53:43 /api/sensores ................................ ~ 0.02ms
  2025-04-15 17:02:44 /api/clientes ................................ ~ 0.09ms
  2025-04-15 17:02:44 /api/appliances .............................. ~ 0.31ms
  2025-04-15 17:02:44 /api/clientes ................................ ~ 0.48ms
  2025-04-15 17:02:44 /api/appliances .............................. ~ 0.66ms
  2025-04-15 17:08:44 /api/clientes ................................ ~ 0.09ms
  2025-04-15 17:08:44 /api/appliances .............................. ~ 0.30ms
  2025-04-15 17:08:44 /api/clientes ................................ ~ 0.48ms
  2025-04-15 17:08:44 /api/appliances .............................. ~ 0.67ms
  2025-04-15 17:13:00 /api/clientes .............................. ~ 501.58ms
  2025-04-15 17:13:00 /api/clientes .............................. ~ 501.77ms
  2025-04-15 17:13:00 /api/appliances ............................ ~ 501.97ms
  2025-04-15 17:13:00 /api/appliances ............................ ~ 502.13ms
  2025-04-15 17:13:21 /api/clientes ................................ ~ 0.09ms
  2025-04-15 17:13:21 /api/appliances .............................. ~ 0.33ms
  2025-04-15 17:13:21 /api/clientes ................................ ~ 0.52ms
  2025-04-15 17:13:21 /api/appliances ............................ ~ 500.90ms
  2025-04-15 17:43:05 /api/clientes ................................ ~ 0.08ms
  2025-04-15 17:43:05 /api/appliances .............................. ~ 0.30ms
  2025-04-15 17:43:16 /api/sensores ................................ ~ 0.07ms
  2025-04-15 17:43:16 /api/sensores ................................ ~ 0.03ms
  2025-04-15 17:43:16 /api/sensores ................................ ~ 0.02ms
  2025-04-15 17:43:16 /api/sensores ................................ ~ 0.02ms
  2025-04-15 17:43:22 /api/clientes ................................ ~ 0.06ms
  2025-04-15 17:43:23 /api/appliances .............................. ~ 0.04ms
  2025-04-15 17:43:23 /api/clientes .............................. ~ 500.45ms
  2025-04-15 17:43:23 /api/appliances ............................ ~ 500.46ms
  2025-04-15 17:43:51 /api/sensores/1 .............................. ~ 0.07ms
  2025-04-15 17:43:51 /api/sensores/1 .............................. ~ 0.02ms
  2025-04-15 17:43:51 /api/sensores ................................ ~ 0.02ms
  2025-04-15 17:43:51 /api/sensores .............................. ~ 500.21ms
  2025-04-15 17:46:26 /api/clientes ................................ ~ 0.08ms
  2025-04-15 17:46:26 /api/appliances .............................. ~ 0.30ms
  2025-04-15 17:46:26 /api/clientes ................................ ~ 0.22ms
  2025-04-15 17:46:26 /api/appliances .............................. ~ 0.21ms
  2025-04-15 17:46:41 /api/sensores/1 .............................. ~ 0.07ms
  2025-04-15 17:46:41 /api/sensores/1 .............................. ~ 0.04ms
  2025-04-15 17:46:41 /api/sensores ................................ ~ 0.02ms
  2025-04-15 17:46:41 /api/sensores ................................ ~ 0.02ms
  2025-04-15 17:46:44 /api/appliances ............................ ~ 500.24ms
  2025-04-15 17:46:44 /api/clientes .............................. ~ 500.49ms
  2025-04-15 17:46:44 /api/clientes ................................ ~ 0.24ms
  2025-04-15 17:46:44 /api/appliances .............................. ~ 0.22ms
  2025-04-15 17:46:48 /api/sensores/1 .............................. ~ 0.07ms
  2025-04-15 17:46:48 /api/sensores/1 .............................. ~ 0.03ms
  2025-04-15 17:46:48 /api/sensores ................................ ~ 0.03ms
  2025-04-15 17:46:48 /api/sensores ................................ ~ 0.05ms
  2025-04-15 17:46:51 /api/clientes ................................ ~ 0.08ms
  2025-04-15 17:46:51 /api/appliances .............................. ~ 0.31ms
  2025-04-15 17:46:51 /api/appliances .............................. ~ 0.23ms
  2025-04-15 17:46:51 /api/clientes ................................ ~ 0.21ms
  2025-04-15 17:49:30 /api/clientes ................................ ~ 0.09ms
  2025-04-15 17:49:30 /api/appliances .............................. ~ 0.31ms
  2025-04-15 17:49:30 /api/clientes ................................ ~ 0.49ms
  2025-04-15 17:49:31 /api/appliances .............................. ~ 0.40ms
  2025-04-15 17:49:34 /api/clientes ................................ ~ 0.09ms
  2025-04-15 17:49:34 /api/appliances .............................. ~ 0.30ms
  2025-04-15 17:49:34 /api/clientes ................................ ~ 0.48ms
  2025-04-15 17:49:34 /api/appliances .............................. ~ 0.66ms
  2025-04-15 17:50:09 /api/sensores/1 .............................. ~ 0.08ms
  2025-04-15 17:50:09 /api/sensores/1 .............................. ~ 0.03ms
  2025-04-15 17:50:09 /api/sensores ................................ ~ 0.02ms
  2025-04-15 17:50:09 /api/sensores ................................ ~ 0.02ms
  2025-04-15 17:50:11 /api/clientes ................................ ~ 0.06ms
  2025-04-15 17:50:11 /api/clientes ................................ ~ 0.32ms
  2025-04-15 17:50:11 /api/appliances .............................. ~ 0.50ms
  2025-04-15 17:50:11 /api/appliances .............................. ~ 0.40ms
  2025-04-15 17:50:17 /api/sensores ................................ ~ 0.07ms
  2025-04-15 17:50:17 /api/sensores ................................ ~ 0.29ms
  2025-04-15 17:50:18 /api/sensores ................................ ~ 0.04ms
  2025-04-15 17:50:18 /api/sensores ................................ ~ 0.02ms
  2025-04-15 17:50:20 /api/clientes ................................ ~ 0.09ms
  2025-04-15 17:50:20 /api/appliances .............................. ~ 0.30ms
  2025-04-15 17:50:20 /api/clientes ................................ ~ 0.48ms
  2025-04-15 17:50:20 /api/appliances .............................. ~ 0.67ms
  2025-04-15 17:51:54 /api/sensores .............................. ~ 500.26ms
  2025-04-15 17:51:54 /api/sensores .............................. ~ 500.46ms
  2025-04-15 17:51:54 /api/sensores .............................. ~ 500.24ms
  2025-04-15 17:51:54 /api/sensores .............................. ~ 500.44ms
  2025-04-15 17:51:57 /api/clientes ................................ ~ 0.06ms
  2025-04-15 17:51:57 /api/appliances .............................. ~ 0.03ms
  2025-04-15 17:51:57 /api/clientes ................................ ~ 0.22ms
  2025-04-15 17:51:57 /api/appliances .............................. ~ 0.21ms
  2025-04-15 17:52:09 /api/sensores/1 .............................. ~ 0.07ms
  2025-04-15 17:52:09 /api/sensores/1 ............................ ~ 500.27ms
  2025-04-15 17:52:10 /api/sensores ................................ ~ 0.03ms
  2025-04-15 17:52:10 /api/sensores ................................ ~ 0.02ms
  2025-04-15 17:52:12 /api/appliances ............................ ~ 500.24ms
  2025-04-15 17:52:12 /api/appliances ............................ ~ 500.47ms
  2025-04-15 17:52:12 /api/clientes .............................. ~ 500.65ms
  2025-04-15 17:52:12 /api/clientes .............................. ~ 500.83ms
  2025-04-15 17:52:27 /api/sensores/1 .............................. ~ 0.07ms
  2025-04-15 17:52:27 /api/sensores/1 .............................. ~ 0.02ms
  2025-04-15 17:52:27 /api/sensores ................................ ~ 0.02ms
  2025-04-15 17:52:27 /api/sensores .............................. ~ 500.23ms
  2025-04-15 17:52:30 /api/clientes ................................ ~ 0.09ms
  2025-04-15 17:52:30 /api/clientes ................................ ~ 0.30ms
  2025-04-15 17:52:30 /api/appliances .............................. ~ 0.49ms
  2025-04-15 17:52:30 /api/appliances .............................. ~ 0.66ms
  2025-04-15 17:55:03 /api/clientes .............................. ~ 500.24ms
  2025-04-15 17:55:03 /api/appliances .................................. ~ 1s
  2025-04-15 17:55:03 /api/appliances .................................. ~ 1s
  2025-04-15 17:55:03 /api/clientes .................................... ~ 1s
  2025-04-15 17:55:28 /api/clientes ................................ ~ 0.07ms
  2025-04-15 17:55:28 /api/appliances .............................. ~ 0.04ms
  2025-04-15 17:55:28 /api/appliances .............................. ~ 0.23ms
  2025-04-15 17:55:28 /api/clientes ................................ ~ 0.20ms
  2025-04-15 17:55:51 /api/appliances .............................. ~ 0.08ms
  2025-04-15 17:55:51 /api/clientes ................................ ~ 0.32ms
  2025-04-15 17:55:51 /api/clientes .............................. ~ 500.71ms
  2025-04-15 17:55:51 /api/appliances ............................ ~ 500.94ms
  2025-04-15 17:56:25 /api/clientes ................................ ~ 0.09ms
  2025-04-15 17:56:25 /api/appliances .............................. ~ 0.31ms
  2025-04-15 17:56:25 /api/clientes ................................ ~ 0.49ms
  2025-04-15 17:56:25 /api/appliances .............................. ~ 0.67ms
  2025-04-15 17:56:39 /api/appliances .............................. ~ 0.09ms
  2025-04-15 17:56:39 /api/clientes ................................ ~ 0.30ms
  2025-04-15 17:56:39 /api/appliances .............................. ~ 0.48ms
  2025-04-15 17:56:39 /api/clientes ................................ ~ 0.66ms
  2025-04-15 17:58:46 /api/appliances .............................. ~ 0.09ms
  2025-04-15 17:58:46 /api/clientes .............................. ~ 500.53ms
  2025-04-15 17:58:46 /api/appliances ............................ ~ 500.72ms
  2025-04-15 17:58:46 /api/clientes .............................. ~ 500.90ms
  2025-04-15 18:02:17 /api/appliances ............................ ~ 500.26ms
  2025-04-15 18:02:17 /api/clientes .............................. ~ 500.46ms
  2025-04-15 18:02:17 /api/clientes .............................. ~ 500.63ms
  2025-04-15 18:02:17 /api/appliances ............................ ~ 500.81ms
  2025-04-15 18:02:27 /api/sensores/1 .............................. ~ 0.07ms
  2025-04-15 18:02:27 /api/sensores/1 .............................. ~ 0.02ms
  2025-04-15 18:02:27 /api/sensores ................................ ~ 0.02ms
  2025-04-15 18:02:27 /api/sensores ................................ ~ 0.02ms
  2025-04-15 18:02:30 /api/appliances .............................. ~ 0.07ms
  2025-04-15 18:02:30 /api/clientes ................................ ~ 0.33ms
  2025-04-15 18:02:30 /api/appliances .............................. ~ 0.52ms
  2025-04-15 18:02:30 /api/clientes ................................ ~ 0.72ms
  2025-04-15 18:02:36 /api/sensores/1 .............................. ~ 0.07ms
  2025-04-15 18:02:36 /api/sensores/1 .............................. ~ 0.02ms
  2025-04-15 18:02:36 /api/sensores ................................ ~ 0.02ms
  2025-04-15 18:02:36 /api/sensores ................................ ~ 0.02ms
  2025-04-15 18:02:38 /api/appliances .............................. ~ 0.07ms
  2025-04-15 18:02:38 /api/clientes ................................ ~ 0.30ms
  2025-04-15 18:02:38 /api/clientes ................................ ~ 0.49ms
  2025-04-15 18:02:38 /api/appliances .............................. ~ 0.42ms
  2025-04-15 18:02:57 /api/alarmes ................................. ~ 0.07ms
  2025-04-15 18:02:57 /api/alarmes ................................. ~ 0.31ms
  2025-04-15 18:02:57 /api/alarmes ................................. ~ 0.02ms
  2025-04-15 18:02:57 /api/alarmes ................................. ~ 0.02ms
  2025-04-15 18:02:59 /api/sensores ................................ ~ 0.08ms
  2025-04-15 18:02:59 /api/sensores ................................ ~ 0.31ms
  2025-04-15 18:03:03 /api/clientes ................................ ~ 0.08ms
  2025-04-15 18:03:03 /api/clientes ................................ ~ 0.30ms
  2025-04-15 18:03:04 /api/torres .................................. ~ 0.08ms
  2025-04-15 18:03:04 /api/torres .................................. ~ 0.31ms
  2025-04-15 18:03:04 /api/torres .................................. ~ 0.02ms
  2025-04-15 18:03:04 /api/torres .................................. ~ 0.02ms
  2025-04-15 18:03:05 /api/appliances .............................. ~ 0.08ms
  2025-04-15 18:03:05 /api/appliances .............................. ~ 0.28ms
  2025-04-15 18:03:05 /api/appliances .............................. ~ 0.02ms
  2025-04-15 18:03:05 /api/appliances .............................. ~ 0.02ms
  2025-04-15 18:03:06 /api/sensores ................................ ~ 0.07ms
  2025-04-15 18:03:06 /api/sensores ................................ ~ 0.28ms
  2025-04-15 18:03:06 /api/sensores ................................ ~ 0.02ms
  2025-04-15 18:03:06 /api/sensores ................................ ~ 0.02ms
  2025-04-15 18:03:07 /api/appliances .............................. ~ 0.07ms
  2025-04-15 18:03:07 /api/appliances .............................. ~ 0.31ms
  2025-04-15 18:03:07 /api/appliances .............................. ~ 0.02ms
  2025-04-15 18:03:07 /api/appliances .............................. ~ 0.02ms
  2025-04-15 18:04:32 /api/dashboard/indicadores ................... ~ 0.07ms
  2025-04-15 18:04:32 /api/dashboard/indicadores ................... ~ 0.24ms
  2025-04-15 18:04:32 /api/dashboard/indicadores ................. ~ 500.25ms
  2025-04-15 18:04:33 /api/dashboard/indicadores ................... ~ 0.03ms
  2025-04-15 18:05:41 /api/login ................................... ~ 0.07ms
  2025-04-15 18:05:42 /api/login ................................. ~ 500.25ms
  2025-04-15 18:05:42 /api/dashboard/indicadores ................... ~ 0.04ms
  2025-04-15 18:05:42 /api/dashboard/indicadores ................... ~ 0.18ms
  2025-04-15 18:05:42 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 18:05:42 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 18:06:01 /api/clientes .............................. ~ 500.27ms
  2025-04-15 18:06:02 /api/clientes ................................ ~ 0.03ms
  2025-04-15 18:06:04 /api/sap/clients ................................. ~ 3s
  2025-04-15 18:06:08 /api/torres .................................. ~ 0.04ms
  2025-04-15 18:06:08 /api/torres .................................. ~ 0.24ms
  2025-04-15 18:06:08 /api/torres ................................ ~ 500.25ms
  2025-04-15 18:06:09 /api/torres ................................ ~ 500.24ms
  2025-04-15 18:06:11 /api/clientes ................................ ~ 0.07ms
  2025-04-15 18:06:11 /api/clientes ................................ ~ 0.03ms
  2025-04-15 18:06:11 /api/sap/projects .......................... ~ 500.27ms
  2025-04-15 18:06:14 /api/appliances .............................. ~ 0.06ms
  2025-04-15 18:06:14 /api/appliances .............................. ~ 0.30ms
  2025-04-15 18:06:14 /api/appliances .............................. ~ 0.02ms
  2025-04-15 18:06:14 /api/appliances .............................. ~ 0.02ms
  2025-04-15 18:06:16 /api/topologia ............................... ~ 0.07ms
  2025-04-15 18:06:16 /api/topologia ............................... ~ 0.02ms
  2025-04-15 18:06:16 /api/topologia ............................. ~ 500.23ms
  2025-04-15 18:06:16 /api/topologia ............................... ~ 0.03ms
  2025-04-15 18:09:33 /api/torres .................................. ~ 0.08ms
  2025-04-15 18:09:33 /api/torres .................................. ~ 0.30ms
  2025-04-15 18:09:33 /api/torres ................................ ~ 500.27ms
  2025-04-15 18:09:34 /api/appliances .............................. ~ 0.04ms
  2025-04-15 18:09:34 /api/appliances .............................. ~ 0.22ms
  2025-04-15 18:09:34 /api/torres .................................. ~ 0.02ms
  2025-04-15 18:09:34 /api/appliances .............................. ~ 0.02ms
  2025-04-15 18:09:34 /api/sensores ................................ ~ 0.03ms
  2025-04-15 18:09:34 /api/sensores ................................ ~ 0.21ms
  2025-04-15 18:09:34 /api/appliances .............................. ~ 0.02ms
  2025-04-15 18:09:34 /api/sensores ................................ ~ 0.02ms
  2025-04-15 18:09:34 /api/sensores ................................ ~ 0.02ms
  2025-04-15 18:09:54 /api/topologia ............................... ~ 0.08ms
  2025-04-15 18:09:54 /api/topologia ............................... ~ 0.28ms
  2025-04-15 18:09:54 /api/topologia ............................. ~ 500.30ms
  2025-04-15 18:09:54 /api/topologia ............................... ~ 0.03ms
  2025-04-15 18:10:15 /api/appliances .............................. ~ 0.07ms
  2025-04-15 18:10:15 /api/appliances .............................. ~ 0.30ms
  2025-04-15 18:10:15 /api/appliances .............................. ~ 0.02ms
  2025-04-15 18:10:15 /api/appliances .............................. ~ 0.03ms
  2025-04-15 18:11:05 /api/topologia ............................... ~ 0.07ms
  2025-04-15 18:11:05 /api/topologia ............................... ~ 0.31ms
  2025-04-15 18:11:05 /api/topologia ............................... ~ 0.02ms
  2025-04-15 18:11:05 /api/topologia ............................... ~ 0.02ms
  2025-04-15 18:12:21 /api/sensores ................................ ~ 0.08ms
  2025-04-15 18:12:21 /api/sensores ................................ ~ 0.31ms
  2025-04-15 18:12:21 /api/sensores ................................ ~ 0.02ms
  2025-04-15 18:12:21 /api/sensores .............................. ~ 500.28ms
  2025-04-15 18:12:21 /api/alarmes ................................. ~ 0.03ms
  2025-04-15 18:12:21 /api/alarmes ................................. ~ 0.02ms
  2025-04-15 18:12:21 /api/alarmes ................................. ~ 0.02ms
  2025-04-15 18:12:21 /api/alarmes ................................. ~ 0.02ms
  2025-04-15 18:23:10 /api/clientes ................................ ~ 0.07ms
  2025-04-15 18:23:15 /api/appliances .............................. ~ 0.07ms
  2025-04-15 18:32:33 /api/clientes .............................. ~ 500.23ms
  2025-04-15 18:32:39 /api/torres .................................. ~ 0.08ms
  2025-04-15 18:32:39 /api/appliances .............................. ~ 0.31ms
  2025-04-15 18:33:04 /api/clientes .............................. ~ 500.20ms
  2025-04-15 18:33:04 /api/clientes ................................ ~ 0.03ms
  2025-04-15 18:33:05 /api/torres .................................. ~ 0.06ms
  2025-04-15 18:33:05 /api/torres .................................. ~ 0.31ms
  2025-04-15 18:33:05 /api/torres .................................. ~ 0.04ms
  2025-04-15 18:33:05 /api/torres .................................. ~ 0.02ms
  2025-04-15 18:33:06 /api/clientes ................................ ~ 0.07ms
  2025-04-15 18:33:06 /api/clientes ................................ ~ 0.02ms
  2025-04-15 20:49:51 /api/login ................................... ~ 0.08ms
  2025-04-15 20:49:51 /api/login ................................... ~ 0.02ms
  2025-04-15 20:49:51 /api/dashboard/indicadores ................... ~ 0.07ms
  2025-04-15 20:49:51 /api/dashboard/indicadores ................... ~ 0.24ms
  2025-04-15 20:49:51 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 20:49:52 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 20:49:53 /api/clientes ................................ ~ 0.08ms
  2025-04-15 20:49:53 /api/clientes ................................ ~ 0.03ms
  2025-04-15 20:55:06 /api/clientes ................................ ~ 0.07ms
  2025-04-15 20:55:12 /api/clientes ................................ ~ 0.07ms
  2025-04-15 20:55:12 /api/clientes ................................ ~ 0.02ms
  2025-04-15 20:55:18 /api/dashboard/indicadores ................... ~ 0.06ms
  2025-04-15 20:55:18 /api/dashboard/indicadores ................... ~ 0.23ms
  2025-04-15 20:55:18 /api/dashboard/indicadores ................. ~ 500.22ms
  2025-04-15 20:55:19 /api/dashboard/indicadores ................... ~ 0.03ms
  2025-04-15 20:55:19 /api/clientes ................................ ~ 0.06ms
  2025-04-15 20:55:20 /api/clientes ................................ ~ 0.06ms
  2025-04-15 20:56:49 /api/clientes ................................ ~ 0.08ms
  2025-04-15 20:56:50 /api/clientes ................................ ~ 0.06ms
  2025-04-15 20:56:50 /api/clientes ................................ ~ 0.06ms
  2025-04-15 20:56:51 /api/clientes ................................ ~ 0.03ms
  2025-04-15 20:56:51 /api/clientes ................................ ~ 0.06ms
  2025-04-15 20:56:51 /api/clientes ................................ ~ 0.02ms
  2025-04-15 20:56:53 /api/dashboard/indicadores ................... ~ 0.07ms
  2025-04-15 20:56:53 /api/dashboard/indicadores ................... ~ 0.25ms
  2025-04-15 20:56:53 /api/dashboard/indicadores ................... ~ 0.07ms
  2025-04-15 20:56:53 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 20:56:54 /api/clientes ................................ ~ 0.08ms
  2025-04-15 20:56:54 /api/clientes ................................ ~ 0.03ms
  2025-04-15 20:57:23 /api/clientes ................................ ~ 0.07ms
  2025-04-15 20:57:23 /api/clientes ................................ ~ 0.03ms
  2025-04-15 20:57:23 /api/clientes .............................. ~ 500.28ms
  2025-04-15 20:57:23 /api/clientes ................................ ~ 0.03ms
  2025-04-15 20:59:15 /api/appliances ............................ ~ 500.25ms
  2025-04-15 20:59:15 /api/clientes .............................. ~ 500.47ms
  2025-04-15 20:59:15 /api/torres ................................ ~ 500.65ms
  2025-04-15 21:09:52 /api/appliances .............................. ~ 0.08ms
  2025-04-15 21:09:52 /api/clientes ................................ ~ 0.28ms
  2025-04-15 21:10:06 /api/torres .................................. ~ 0.08ms
  2025-04-15 21:10:06 /api/torres .................................. ~ 0.30ms
  2025-04-15 21:10:06 /api/torres .................................. ~ 0.06ms
  2025-04-15 21:10:06 /api/torres .................................. ~ 0.02ms
  2025-04-15 21:10:10 /api/dashboard/indicadores ................... ~ 0.08ms
  2025-04-15 21:10:10 /api/dashboard/indicadores ................... ~ 0.23ms
  2025-04-15 21:10:10 /api/dashboard/indicadores ................... ~ 0.07ms
  2025-04-15 21:10:10 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 21:10:11 /api/clientes ................................ ~ 0.08ms
  2025-04-15 21:10:11 /api/appliances ............................. ~ 46.02ms
  2025-04-15 21:10:11 /api/clientes ................................ ~ 0.07ms
  2025-04-15 21:10:11 /api/appliances .............................. ~ 0.03ms
  2025-04-15 21:10:26 /api/torres .................................. ~ 0.08ms
  2025-04-15 21:10:26 /api/torres .................................. ~ 0.30ms
  2025-04-15 21:10:27 /api/torres .................................. ~ 0.02ms
  2025-04-15 21:10:27 /api/torres .................................. ~ 0.07ms
  2025-04-15 21:10:38 /api/dashboard/indicadores ................... ~ 0.07ms
  2025-04-15 21:10:38 /api/dashboard/indicadores ................... ~ 0.24ms
  2025-04-15 21:10:38 /api/dashboard/indicadores ................... ~ 0.07ms
  2025-04-15 21:10:39 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 21:10:39 /api/clientes ................................ ~ 0.07ms
  2025-04-15 21:10:39 /api/appliances .............................. ~ 0.32ms
  2025-04-15 21:10:39 /api/appliances .............................. ~ 0.07ms
  2025-04-15 21:10:39 /api/clientes ................................ ~ 0.28ms
  2025-04-15 21:11:03 /api/clientes ................................ ~ 0.07ms
  2025-04-15 21:11:03 /api/clientes ................................ ~ 0.03ms
  2025-04-15 21:11:06 /api/torres .................................. ~ 0.07ms
  2025-04-15 21:11:06 /api/torres .................................. ~ 0.30ms
  2025-04-15 21:11:06 /api/torres .................................. ~ 0.02ms
  2025-04-15 21:11:07 /api/torres .................................. ~ 0.07ms
  2025-04-15 21:11:07 /api/clientes ................................ ~ 0.06ms
  2025-04-15 21:11:07 /api/clientes ................................ ~ 0.02ms
  2025-04-15 21:11:09 /api/torres .................................. ~ 0.08ms
  2025-04-15 21:11:09 /api/torres .................................. ~ 0.30ms
  2025-04-15 21:11:10 /api/torres ................................ ~ 500.24ms
  2025-04-15 21:11:10 /api/torres .................................. ~ 0.03ms
  2025-04-15 21:14:04 /api/clientes .............................. ~ 500.24ms
  2025-04-15 21:14:05 /api/clientes ................................ ~ 0.03ms
  2025-04-15 21:19:30 /api/appliances .............................. ~ 0.08ms
  2025-04-15 21:19:30 /api/appliances .............................. ~ 0.28ms
  2025-04-15 21:19:30 /api/torres .................................. ~ 0.04ms
  2025-04-15 21:19:30 /api/torres .................................. ~ 0.23ms
  2025-04-15 21:19:30 /api/appliances .............................. ~ 0.02ms
  2025-04-15 21:19:30 /api/torres .................................. ~ 0.07ms
  2025-04-15 21:19:31 /api/appliances .............................. ~ 0.03ms
  2025-04-15 21:19:31 /api/torres .................................. ~ 0.02ms
  2025-04-15 21:19:32 /api/appliances .............................. ~ 0.08ms
  2025-04-15 21:19:32 /api/appliances .............................. ~ 0.28ms
  2025-04-15 21:19:33 /api/appliances .............................. ~ 0.06ms
  2025-04-15 21:19:34 /api/appliances ............................ ~ 500.24ms
  2025-04-15 21:19:36 /api/appliances .............................. ~ 0.08ms
  2025-04-15 21:19:36 /api/torres .................................. ~ 0.28ms
  2025-04-15 21:19:36 /api/clientes ................................ ~ 0.48ms
  2025-04-15 21:19:37 /api/appliances .............................. ~ 0.11ms
  2025-04-15 21:19:37 /api/clientes ................................ ~ 0.02ms
  2025-04-15 21:19:37 /api/torres .................................. ~ 0.02ms
  2025-04-15 21:22:01 /api/torres .................................. ~ 0.08ms
  2025-04-15 21:22:01 /api/clientes ................................ ~ 0.31ms
  2025-04-15 21:22:01 /api/appliances ............................ ~ 500.47ms
  2025-04-15 21:22:01 /api/torres .................................. ~ 0.03ms
  2025-04-15 21:22:01 /api/clientes ................................ ~ 0.25ms
  2025-04-15 21:22:01 /api/appliances .............................. ~ 0.44ms
  2025-04-15 21:23:02 /api/torres ................................ ~ 500.28ms
  2025-04-15 21:23:02 /api/appliances ............................ ~ 500.49ms
  2025-04-15 21:23:02 /api/clientes .............................. ~ 500.66ms
  2025-04-15 21:23:02 /api/appliances .............................. ~ 0.02ms
  2025-04-15 21:23:02 /api/torres .................................. ~ 0.23ms
  2025-04-15 21:23:02 /api/clientes ................................ ~ 0.22ms
  2025-04-15 21:23:36 /api/appliances .............................. ~ 0.07ms
  2025-04-15 21:23:36 /api/appliances .............................. ~ 0.07ms
  2025-04-15 21:23:36 /api/appliances .............................. ~ 0.03ms
  2025-04-15 21:23:36 /api/appliances .............................. ~ 0.06ms
  2025-04-15 21:24:07 /api/sensores ................................ ~ 0.07ms
  2025-04-15 21:24:07 /api/sensores ................................ ~ 0.32ms
  2025-04-15 21:24:07 /api/sensores ................................ ~ 0.50ms
  2025-04-15 21:24:08 /api/sensores ................................ ~ 0.06ms
  2025-04-15 21:24:08 /api/appliances .................................. ~ 2s
  2025-04-15 21:24:10 /api/clientes ................................ ~ 0.03ms
  2025-04-15 21:24:10 /api/appliances .............................. ~ 0.02ms
  2025-04-15 21:24:10 /api/clientes ................................ ~ 0.02ms
  2025-04-15 21:25:10 /api/clientes ................................ ~ 0.07ms
  2025-04-15 21:25:10 /api/appliances .............................. ~ 0.30ms
  2025-04-15 21:25:10 /api/clientes .............................. ~ 500.21ms
  2025-04-15 21:25:11 /api/appliances .............................. ~ 0.03ms
  2025-04-15 21:25:29 /api/appliances .............................. ~ 0.08ms
  2025-04-15 21:25:29 /api/clientes ................................ ~ 0.28ms
  2025-04-15 21:25:29 /api/appliances .............................. ~ 0.08ms
  2025-04-15 21:25:29 /api/clientes ................................ ~ 0.28ms
  2025-04-15 21:25:50 /api/sensores ................................ ~ 0.07ms
  2025-04-15 21:25:50 /api/sensores ................................ ~ 0.02ms
  2025-04-15 21:25:51 /api/sensores ................................ ~ 0.07ms
  2025-04-15 21:25:51 /api/sensores ................................ ~ 0.02ms
  2025-04-15 21:25:58 /api/clientes ................................ ~ 0.07ms
  2025-04-15 21:25:58 /api/appliances .............................. ~ 0.32ms
  2025-04-15 21:25:58 /api/clientes ................................ ~ 0.21ms
  2025-04-15 21:25:58 /api/appliances .............................. ~ 0.02ms
  2025-04-15 21:26:04 /api/sensores/2 .............................. ~ 0.07ms
  2025-04-15 21:26:04 /api/sensores/2 .............................. ~ 0.07ms
  2025-04-15 21:26:04 /api/sensores ................................ ~ 0.03ms
  2025-04-15 21:26:04 /api/sensores ................................ ~ 0.03ms
  2025-04-15 21:26:46 /api/clientes ................................ ~ 0.08ms
  2025-04-15 21:26:46 /api/appliances .............................. ~ 0.29ms
  2025-04-15 21:26:46 /api/clientes .............................. ~ 500.23ms
  2025-04-15 21:26:46 /api/appliances .............................. ~ 0.03ms
  2025-04-15 21:26:55 /api/clientes ................................ ~ 0.07ms
  2025-04-15 21:26:55 /api/appliances .............................. ~ 0.29ms
  2025-04-15 21:26:55 /api/appliances .............................. ~ 0.03ms
  2025-04-15 21:26:55 /api/clientes .............................. ~ 500.40ms
  2025-04-15 21:27:08 /api/sensores/2 .............................. ~ 0.07ms
  2025-04-15 21:27:09 /api/sensores/2 .............................. ~ 0.06ms
  2025-04-15 21:27:09 /api/sensores ................................ ~ 0.07ms
  2025-04-15 21:27:09 /api/sensores ................................ ~ 0.02ms
  2025-04-15 21:27:10 /api/clientes ................................ ~ 0.07ms
  2025-04-15 21:27:10 /api/appliances .............................. ~ 0.02ms
  2025-04-15 21:27:10 /api/appliances .............................. ~ 0.03ms
  2025-04-15 21:27:10 /api/clientes .............................. ~ 500.41ms
  2025-04-15 21:28:03 /api/sensores ................................ ~ 0.06ms
  2025-04-15 21:28:03 /api/sensores ................................ ~ 0.03ms
  2025-04-15 21:28:03 /api/sensores .............................. ~ 500.26ms
