
   INFO  Server running on [http://0.0.0.0:8055].  

  Press Ctrl+C to stop the server
  2025-04-15 15:19:06 /api/clientes .............................. ~ 500.24ms
  2025-04-15 15:19:07 /api/clientes ................................ ~ 0.03ms
  2025-04-15 15:19:08 /api/sap/clients ................................. ~ 2s
  2025-04-15 15:19:11 /api/appliances .............................. ~ 0.04ms
  2025-04-15 15:19:11 /api/appliances .............................. ~ 0.22ms
  2025-04-15 15:19:11 /api/appliances ............................ ~ 500.26ms
  2025-04-15 15:19:11 /api/appliances .............................. ~ 0.03ms
  2025-04-15 15:19:13 /api/clientes .............................. ~ 500.24ms
  2025-04-15 15:19:13 /api/torres .................................. ~ 0.03ms
  2025-04-15 15:19:13 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:19:13 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:19:25 /api/clientes ................................ ~ 0.08ms
  2025-04-15 15:19:25 /api/torres .................................. ~ 0.30ms
  2025-04-15 15:19:25 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:19:25 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:27:34 /api/torres ................................ ~ 500.25ms
  2025-04-15 15:27:34 /api/clientes .............................. ~ 500.48ms
  2025-04-15 15:27:34 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:27:34 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:27:36 /api/torres .................................. ~ 0.08ms
  2025-04-15 15:27:36 /api/torres .................................. ~ 0.33ms
  2025-04-15 15:27:36 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:27:36 /api/torres .................................. ~ 0.07ms
  2025-04-15 15:27:38 /api/clientes ................................ ~ 0.06ms
  2025-04-15 15:27:38 /api/clientes .............................. ~ 500.24ms
  2025-04-15 15:27:38 /api/sap/projects ................................ ~ 3s
  2025-04-15 15:28:46 /api/appliances .............................. ~ 0.08ms
  2025-04-15 15:28:46 /api/appliances .............................. ~ 0.29ms
  2025-04-15 15:28:46 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:28:46 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:28:48 /api/torres ................................ ~ 500.24ms
  2025-04-15 15:28:48 /api/clientes .............................. ~ 500.48ms
  2025-04-15 15:28:48 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:28:48 /api/clientes ................................ ~ 0.03ms
  2025-04-15 15:28:54 /api/clientes ................................ ~ 0.07ms
  2025-04-15 15:28:54 /api/clientes ................................ ~ 0.03ms
  2025-04-15 15:28:56 /api/sap/clients ........................... ~ 500.21ms
  2025-04-15 15:28:59 /api/torres .................................. ~ 0.06ms
  2025-04-15 15:28:59 /api/torres .................................. ~ 0.31ms
  2025-04-15 15:28:59 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:28:59 /api/torres ................................ ~ 500.21ms
  2025-04-15 15:29:00 /api/clientes ................................ ~ 0.06ms
  2025-04-15 15:29:01 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:29:01 /api/sap/projects .......................... ~ 500.23ms
  2025-04-15 15:29:05 /api/appliances .............................. ~ 0.07ms
  2025-04-15 15:29:05 /api/appliances .............................. ~ 0.27ms
  2025-04-15 15:29:05 /api/appliances ............................ ~ 500.23ms
  2025-04-15 15:29:05 /api/appliances .............................. ~ 0.03ms
  2025-04-15 15:29:07 /api/clientes ................................ ~ 0.07ms
  2025-04-15 15:29:07 /api/torres .................................. ~ 0.28ms
  2025-04-15 15:29:07 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:29:08 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:29:18 /api/appliances .............................. ~ 0.08ms
  2025-04-15 15:29:18 /api/appliances .............................. ~ 0.28ms
  2025-04-15 15:29:18 /api/appliances ............................ ~ 500.25ms
  2025-04-15 15:29:19 /api/appliances .............................. ~ 0.03ms
  2025-04-15 15:29:21 /api/clientes ................................ ~ 0.07ms
  2025-04-15 15:29:21 /api/clientes ................................ ~ 0.32ms
  2025-04-15 15:29:21 /api/torres .................................. ~ 0.49ms
  2025-04-15 15:29:21 /api/torres ................................ ~ 503.17ms
  2025-04-15 15:30:41 /api/clientes .............................. ~ 500.26ms
  2025-04-15 15:30:41 /api/torres ................................ ~ 500.47ms
  2025-04-15 15:30:42 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:30:42 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:30:45 /api/torres .................................. ~ 0.08ms
  2025-04-15 15:30:45 /api/torres .................................. ~ 0.30ms
  2025-04-15 15:30:45 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:30:45 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:30:45 /api/appliances .............................. ~ 0.06ms
  2025-04-15 15:30:45 /api/appliances .............................. ~ 0.29ms
  2025-04-15 15:30:45 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:30:45 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:30:47 /api/clientes ................................ ~ 0.07ms
  2025-04-15 15:30:47 /api/torres ................................ ~ 500.49ms
  2025-04-15 15:30:47 /api/clientes ................................ ~ 0.03ms
  2025-04-15 15:30:47 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:31:22 /api/torres .................................. ~ 0.07ms
  2025-04-15 15:31:22 /api/clientes ................................ ~ 0.32ms
  2025-04-15 15:31:29 /api/clientes ................................ ~ 0.08ms
  2025-04-15 15:31:29 /api/torres .................................. ~ 0.30ms
  2025-04-15 15:31:29 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:31:29 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:34:02 /api/clientes ................................ ~ 0.09ms
  2025-04-15 15:34:02 /api/torres ................................ ~ 500.55ms
  2025-04-15 15:34:02 /api/clientes ................................ ~ 0.03ms
  2025-04-15 15:34:02 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:34:39 /api/torres .................................. ~ 0.07ms
  2025-04-15 15:34:39 /api/torres .................................. ~ 0.32ms
  2025-04-15 15:34:39 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:34:39 /api/torres ................................ ~ 500.23ms
  2025-04-15 15:34:40 /api/appliances .............................. ~ 0.07ms
  2025-04-15 15:34:40 /api/appliances .............................. ~ 0.28ms
  2025-04-15 15:34:40 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:34:40 /api/appliances ............................ ~ 500.22ms
  2025-04-15 15:34:42 /api/clientes ................................ ~ 0.06ms
  2025-04-15 15:34:43 /api/torres ................................ ~ 500.23ms
  2025-04-15 15:34:43 /api/clientes ................................ ~ 0.03ms
  2025-04-15 15:34:43 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:38:48 /api/clientes ................................ ~ 0.08ms
  2025-04-15 15:38:48 /api/torres .................................. ~ 0.29ms
  2025-04-15 15:39:00 /api/torres .................................. ~ 0.08ms
  2025-04-15 15:39:00 /api/torres .................................. ~ 0.31ms
  2025-04-15 15:39:00 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:39:01 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:39:03 /api/torres .................................. ~ 0.06ms
  2025-04-15 15:39:03 /api/torres .................................. ~ 0.31ms
  2025-04-15 15:39:03 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:39:03 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:39:03 /api/appliances .............................. ~ 0.07ms
  2025-04-15 15:39:03 /api/appliances .............................. ~ 0.28ms
  2025-04-15 15:39:03 /api/appliances ............................ ~ 500.23ms
  2025-04-15 15:39:04 /api/appliances ............................ ~ 500.21ms
  2025-04-15 15:39:05 /api/clientes ................................ ~ 0.09ms
  2025-04-15 15:39:05 /api/torres .................................. ~ 0.31ms
  2025-04-15 15:39:05 /api/clientes ................................ ~ 0.52ms
  2025-04-15 15:39:05 /api/torres ................................ ~ 500.91ms
  2025-04-15 15:39:41 /api/clientes ................................ ~ 0.08ms
  2025-04-15 15:39:41 /api/clientes ................................ ~ 0.32ms
  2025-04-15 15:39:41 /api/torres .................................. ~ 0.50ms
  2025-04-15 15:39:41 /api/torres .................................. ~ 0.70ms
  2025-04-15 15:39:52 /api/appliances/2 ............................ ~ 0.07ms
  2025-04-15 15:39:52 /api/appliances/2 ............................ ~ 0.02ms
  2025-04-15 15:39:52 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:39:52 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:39:54 /api/clientes .............................. ~ 500.23ms
  2025-04-15 15:39:54 /api/clientes .............................. ~ 500.49ms
  2025-04-15 15:39:54 /api/torres .................................. ~ 0.23ms
  2025-04-15 15:39:54 /api/torres .................................. ~ 0.23ms
  2025-04-15 15:40:11 /api/clientes ................................ ~ 0.07ms
  2025-04-15 15:40:11 /api/torres .................................. ~ 0.03ms
  2025-04-15 15:40:11 /api/clientes ................................ ~ 0.25ms
  2025-04-15 15:40:11 /api/torres .................................. ~ 0.22ms
  2025-04-15 15:40:17 /api/appliances/2 ............................ ~ 0.07ms
  2025-04-15 15:40:17 /api/appliances/2 ............................ ~ 0.02ms
  2025-04-15 15:40:18 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:40:18 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:40:43 /api/clientes ................................ ~ 0.08ms
  2025-04-15 15:40:43 /api/torres ................................ ~ 500.50ms
  2025-04-15 15:40:43 /api/clientes ................................ ~ 0.06ms
  2025-04-15 15:40:43 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:40:54 /api/sensores ................................ ~ 0.07ms
  2025-04-15 15:40:54 /api/sensores ................................ ~ 0.02ms
  2025-04-15 15:40:55 /api/sensores ................................ ~ 0.02ms
  2025-04-15 15:40:55 /api/sensores ................................ ~ 0.04ms
  2025-04-15 15:40:57 /api/appliances ............................ ~ 500.23ms
  2025-04-15 15:40:57 /api/appliances .............................. ~ 0.03ms
  2025-04-15 15:42:00 /api/torres .................................. ~ 0.08ms
  2025-04-15 15:42:00 /api/torres .................................. ~ 0.30ms
  2025-04-15 15:42:00 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:42:00 /api/torres ................................ ~ 500.22ms
  2025-04-15 15:42:02 /api/appliances .............................. ~ 0.07ms
  2025-04-15 15:42:02 /api/appliances .............................. ~ 0.03ms
  2025-04-15 15:42:02 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:42:02 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:42:03 /api/clientes ................................ ~ 0.08ms
  2025-04-15 15:42:03 /api/torres .................................. ~ 0.30ms
  2025-04-15 15:42:03 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:42:03 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:43:45 /api/appliances .............................. ~ 0.08ms
  2025-04-15 15:43:45 /api/appliances .............................. ~ 0.28ms
  2025-04-15 15:43:45 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:43:45 /api/appliances ............................ ~ 500.21ms
  2025-04-15 15:43:46 /api/clientes ................................ ~ 0.06ms
  2025-04-15 15:43:46 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:43:46 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:43:46 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:43:56 /api/torres .................................. ~ 0.07ms
  2025-04-15 15:43:56 /api/clientes .............................. ~ 500.53ms
  2025-04-15 15:43:56 /api/torres .................................. ~ 0.03ms
  2025-04-15 15:43:56 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:46:17 /api/clientes ................................ ~ 0.08ms
  2025-04-15 15:46:17 /api/torres .................................. ~ 0.34ms
  2025-04-15 15:46:17 /api/clientes .............................. ~ 500.23ms
  2025-04-15 15:46:17 /api/torres .................................. ~ 0.03ms
  2025-04-15 15:50:58 /api/clientes .............................. ~ 500.24ms
  2025-04-15 15:50:58 /api/torres ................................ ~ 500.45ms
  2025-04-15 15:50:59 /api/clientes .............................. ~ 500.24ms
  2025-04-15 15:50:59 /api/torres .................................. ~ 0.03ms
  2025-04-15 15:51:11 /api/torres .................................. ~ 0.08ms
  2025-04-15 15:51:11 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:51:11 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:51:11 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:51:18 /api/clientes ................................ ~ 0.07ms
  2025-04-15 15:51:18 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:51:18 /api/sap/projects ................................ ~ 2s
  2025-04-15 15:51:23 /api/clientes ................................ ~ 0.07ms
  2025-04-15 15:51:23 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:51:25 /api/clientes ................................ ~ 0.07ms
  2025-04-15 15:51:25 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:51:27 /api/sap/clients ............................. ~ 0.07ms
  2025-04-15 15:51:30 /api/appliances .............................. ~ 0.07ms
  2025-04-15 15:51:30 /api/appliances .............................. ~ 0.36ms
  2025-04-15 15:51:30 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:51:31 /api/appliances ............................ ~ 500.24ms
  2025-04-15 15:51:32 /api/torres ................................ ~ 500.26ms
  2025-04-15 15:51:32 /api/clientes .............................. ~ 500.48ms
  2025-04-15 15:51:33 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:51:33 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:51:45 /api/sensores ................................ ~ 0.07ms
  2025-04-15 15:51:45 /api/sensores ................................ ~ 0.02ms
  2025-04-15 15:51:45 /api/sensores ................................ ~ 0.02ms
  2025-04-15 15:51:45 /api/sensores ................................ ~ 0.02ms
  2025-04-15 15:52:48 /api/appliances .............................. ~ 0.07ms
  2025-04-15 15:52:48 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:57:07 /api/appliances .............................. ~ 0.07ms
  2025-04-15 15:57:07 /api/appliances .............................. ~ 0.27ms
  2025-04-15 15:57:07 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:57:07 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:57:08 /api/torres .................................. ~ 0.07ms
  2025-04-15 15:57:08 /api/clientes ............................... ~ 99.47ms
  2025-04-15 15:57:08 /api/torres .................................. ~ 0.03ms
  2025-04-15 15:57:08 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:57:16 /api/appliances/1 ............................ ~ 0.07ms
  2025-04-15 15:57:16 /api/appliances/1 .......................... ~ 500.24ms
  2025-04-15 15:57:16 /api/appliances .............................. ~ 0.03ms
  2025-04-15 15:57:16 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:57:20 /api/clientes ................................ ~ 0.09ms
  2025-04-15 15:57:20 /api/torres .................................. ~ 0.33ms
  2025-04-15 15:57:21 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:57:21 /api/torres .................................. ~ 0.02ms
  2025-04-15 15:57:31 /api/appliances/1 ............................ ~ 0.07ms
  2025-04-15 15:57:31 /api/appliances/1 ............................ ~ 0.02ms
  2025-04-15 15:57:31 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:57:31 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:57:33 /api/sensores ................................ ~ 0.08ms
  2025-04-15 15:57:33 /api/sensores ................................ ~ 0.29ms
  2025-04-15 15:57:33 /api/sensores ................................ ~ 0.02ms
  2025-04-15 15:57:33 /api/sensores ................................ ~ 0.04ms
  2025-04-15 15:57:34 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:57:34 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:57:34 /api/appliances .............................. ~ 0.03ms
  2025-04-15 15:57:34 /api/appliances ............................ ~ 500.25ms
  2025-04-15 15:57:35 /api/sensores ................................ ~ 0.07ms
  2025-04-15 15:57:35 /api/sensores ................................ ~ 0.31ms
  2025-04-15 15:57:35 /api/sensores .............................. ~ 500.25ms
  2025-04-15 15:57:35 /api/sensores ................................ ~ 0.03ms
  2025-04-15 15:57:36 /api/appliances ............................. ~ 48.59ms
  2025-04-15 15:57:36 /api/appliances .............................. ~ 0.03ms
  2025-04-15 15:58:53 /api/appliances .............................. ~ 0.08ms
  2025-04-15 15:58:53 /api/appliances .............................. ~ 0.28ms
  2025-04-15 15:58:53 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:58:53 /api/appliances .............................. ~ 0.02ms
  2025-04-15 15:59:43 /api/clientes ................................ ~ 0.07ms
  2025-04-15 15:59:43 /api/torres ................................ ~ 500.26ms
  2025-04-15 15:59:43 /api/clientes ................................ ~ 0.02ms
  2025-04-15 15:59:43 /api/torres .................................. ~ 0.02ms
  2025-04-15 16:00:07 /api/appliances/1 ............................ ~ 0.07ms
  2025-04-15 16:00:07 /api/appliances/1 .......................... ~ 500.25ms
  2025-04-15 16:00:08 /api/appliances .............................. ~ 0.03ms
  2025-04-15 16:00:08 /api/appliances .............................. ~ 0.02ms
  2025-04-15 16:00:27 /api/clientes ................................ ~ 0.07ms
  2025-04-15 16:00:27 /api/torres .................................. ~ 0.33ms
  2025-04-15 16:00:27 /api/clientes ................................ ~ 0.04ms
  2025-04-15 16:00:27 /api/torres ................................ ~ 500.22ms
  2025-04-15 16:00:37 /api/appliances/2 ............................ ~ 0.07ms
  2025-04-15 16:00:37 /api/appliances/2 .......................... ~ 500.27ms
  2025-04-15 16:00:38 /api/appliances .............................. ~ 0.03ms
  2025-04-15 16:00:38 /api/appliances ............................ ~ 500.20ms
  2025-04-15 16:00:41 /api/sensores ................................ ~ 0.07ms
  2025-04-15 16:00:41 /api/sensores ................................ ~ 0.30ms
  2025-04-15 16:00:41 /api/sensores ................................ ~ 0.02ms
  2025-04-15 16:00:42 /api/sensores ................................ ~ 0.02ms
  2025-04-15 16:00:43 /api/appliances .............................. ~ 0.07ms
  2025-04-15 16:00:43 /api/appliances .............................. ~ 0.03ms
  2025-04-15 16:01:00 /api/appliances .............................. ~ 0.06ms
  2025-04-15 16:01:00 /api/appliances ............................ ~ 500.22ms
  2025-04-15 16:12:47 /api/clientes .............................. ~ 500.26ms
  2025-04-15 16:12:47 /api/appliances ............................ ~ 500.47ms
  2025-04-15 16:12:47 /api/clientes ................................ ~ 0.03ms
  2025-04-15 16:12:47 /api/appliances .............................. ~ 0.02ms
  2025-04-15 16:19:45 /api/clientes .............................. ~ 500.25ms
  2025-04-15 16:19:45 /api/appliances ............................ ~ 500.48ms
  2025-04-15 16:19:46 /api/clientes .............................. ~ 500.25ms
  2025-04-15 16:19:46 /api/appliances .............................. ~ 0.03ms
  2025-04-15 16:20:03 /api/appliances .............................. ~ 0.08ms
  2025-04-15 16:20:03 /api/appliances .............................. ~ 0.29ms
  2025-04-15 16:20:03 /api/appliances ............................ ~ 500.23ms
  2025-04-15 16:20:04 /api/appliances ............................ ~ 500.22ms
  2025-04-15 16:20:06 /api/clientes ................................ ~ 0.07ms
  2025-04-15 16:20:06 /api/torres .................................. ~ 0.31ms
  2025-04-15 16:20:06 /api/appliances .............................. ~ 0.25ms
  2025-04-15 16:20:06 /api/clientes ................................ ~ 0.22ms
  2025-04-15 16:20:06 /api/torres ................................ ~ 500.43ms
  2025-04-15 16:20:06 /api/appliances ............................ ~ 500.45ms
  2025-04-15 16:21:01 /api/appliances .............................. ~ 0.07ms
  2025-04-15 16:21:01 /api/appliances .............................. ~ 0.03ms
  2025-04-15 16:21:01 /api/appliances .............................. ~ 0.02ms
  2025-04-15 16:21:01 /api/appliances ............................ ~ 500.22ms
  2025-04-15 16:21:03 /api/sensores ................................ ~ 0.08ms
  2025-04-15 16:21:03 /api/sensores ................................ ~ 0.29ms
  2025-04-15 16:21:03 /api/sensores ................................ ~ 0.02ms
  2025-04-15 16:21:03 /api/sensores ................................ ~ 0.02ms
  2025-04-15 16:21:05 /api/clientes ................................ ~ 0.07ms
  2025-04-15 16:21:05 /api/appliances ............................ ~ 500.24ms
  2025-04-15 16:21:05 /api/clientes ................................ ~ 0.03ms
  2025-04-15 16:21:05 /api/appliances .............................. ~ 0.02ms
  2025-04-15 16:22:50 /api/sensores ................................ ~ 0.07ms
  2025-04-15 16:22:50 /api/sensores ................................ ~ 0.06ms
  2025-04-15 16:33:14 /api/login ................................... ~ 0.07ms
  2025-04-15 16:33:14 /api/login ................................... ~ 0.02ms
  2025-04-15 16:33:15 /api/dashboard/indicadores ................... ~ 0.06ms
  2025-04-15 16:33:15 /api/dashboard/indicadores ................... ~ 0.24ms
  2025-04-15 16:33:15 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 16:33:15 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 16:33:18 /api/dashboard/indicadores ................... ~ 0.07ms
  2025-04-15 16:33:18 /api/dashboard/indicadores ................... ~ 0.23ms
  2025-04-15 16:33:18 /api/dashboard/indicadores ................. ~ 500.25ms
  2025-04-15 16:33:18 /api/dashboard/indicadores ................... ~ 0.03ms
  2025-04-15 16:33:21 /api/torres .................................. ~ 0.07ms
  2025-04-15 16:33:21 /api/torres .................................. ~ 0.30ms
  2025-04-15 16:33:21 /api/torres .................................. ~ 0.02ms
  2025-04-15 16:33:21 /api/torres .................................. ~ 0.02ms
  2025-04-15 16:33:22 /api/clientes ................................ ~ 0.06ms
  2025-04-15 16:33:22 /api/clientes ................................ ~ 0.03ms
  2025-04-15 16:33:24 /api/sap/clients ................................. ~ 3s
  2025-04-15 16:33:29 /api/sap/clients ............................. ~ 0.07ms
  2025-04-15 16:33:32 /api/sap/clients ................................. ~ 3s
  2025-04-15 16:33:35 /api/sap/clients ................................. ~ 2s
  2025-04-15 16:33:45 /api/sap/clients ................................. ~ 3s
  2025-04-15 16:33:50 /api/sap/clients ................................. ~ 3s
  2025-04-15 16:33:53 /api/sap/clients ............................. ~ 0.04ms
  2025-04-15 16:33:53 /api/sap/clients ............................. ~ 0.23ms
  2025-04-15 16:33:53 /api/sap/clients ............................. ~ 0.20ms
  2025-04-15 16:33:55 /api/sap/clients ............................. ~ 0.07ms
  2025-04-15 16:34:01 /api/sap/clients ............................. ~ 0.07ms
  2025-04-15 16:34:02 /api/sap/clients ................................. ~ 3s
  2025-04-15 16:34:05 /api/sap/clients ............................. ~ 0.03ms
  2025-04-15 16:34:07 /api/sap/clients ........................... ~ 500.31ms
  2025-04-15 16:34:13 /api/torres .................................. ~ 0.09ms
  2025-04-15 16:34:13 /api/torres .................................. ~ 0.32ms
  2025-04-15 16:34:13 /api/torres ................................ ~ 500.25ms
  2025-04-15 16:34:14 /api/torres .................................. ~ 0.03ms
  2025-04-15 16:34:18 /api/clientes ................................ ~ 0.07ms
  2025-04-15 16:34:18 /api/clientes ................................ ~ 0.03ms
  2025-04-15 16:34:31 /api/appliances .............................. ~ 0.07ms
  2025-04-15 16:34:31 /api/appliances .............................. ~ 0.29ms
  2025-04-15 16:34:31 /api/appliances ............................ ~ 500.27ms
  2025-04-15 16:34:32 /api/appliances .............................. ~ 0.03ms
  2025-04-15 16:34:33 /api/sensores ................................ ~ 0.08ms
  2025-04-15 16:34:33 /api/sensores ................................ ~ 0.32ms
  2025-04-15 16:34:33 /api/sensores ................................ ~ 0.07ms
  2025-04-15 16:34:34 /api/sensores ................................ ~ 0.02ms
  2025-04-15 16:34:34 /api/appliances .............................. ~ 0.08ms
  2025-04-15 16:34:34 /api/appliances .............................. ~ 0.02ms
  2025-04-15 16:34:34 /api/appliances ............................ ~ 500.23ms
  2025-04-15 16:34:34 /api/appliances .............................. ~ 0.03ms
  2025-04-15 16:34:47 /api/torres .................................. ~ 0.08ms
  2025-04-15 16:34:47 /api/torres .................................. ~ 0.33ms
  2025-04-15 16:34:47 /api/torres .................................. ~ 0.03ms
  2025-04-15 16:34:47 /api/torres ................................ ~ 500.24ms
  2025-04-15 16:34:47 /api/clientes ................................ ~ 0.03ms
  2025-04-15 16:34:47 /api/clientes ................................ ~ 0.02ms
  2025-04-15 16:34:56 /api/login ................................... ~ 0.08ms
  2025-04-15 16:34:56 /api/login ................................. ~ 500.22ms
  2025-04-15 16:34:59 /api/cliente/sensores ........................ ~ 0.07ms
  2025-04-15 16:34:59 /api/cliente/sensores ........................ ~ 0.02ms
  2025-04-15 16:34:59 /api/cliente/sensores ...................... ~ 500.24ms
  2025-04-15 16:35:00 /api/cliente/sensores ........................ ~ 0.03ms
  2025-04-15 16:35:10 /api/cliente/sensores ........................ ~ 0.07ms
  2025-04-15 16:35:10 /api/cliente/sensores ........................ ~ 0.02ms
  2025-04-15 16:35:10 /api/cliente/sensores ........................ ~ 0.02ms
  2025-04-15 16:35:10 /api/cliente/sensores ........................ ~ 0.02ms
  2025-04-15 16:35:15 /api/cliente/sensores ....................... ~ 72.91ms
  2025-04-15 16:35:15 /api/cliente/sensores ....................... ~ 73.13ms
  2025-04-15 16:35:15 /api/cliente/sensores ...................... ~ 500.24ms
  2025-04-15 16:35:15 /api/cliente/sensores ........................ ~ 0.03ms
  2025-04-15 16:35:16 /api/cliente/sensores ........................ ~ 0.07ms
  2025-04-15 16:35:16 /api/cliente/sensores ........................ ~ 0.02ms
  2025-04-15 16:35:16 /api/cliente/sensores ........................ ~ 0.02ms
  2025-04-15 16:35:16 /api/cliente/sensores ........................ ~ 0.03ms
  2025-04-15 16:37:29 /api/login ................................... ~ 0.07ms
  2025-04-15 16:37:29 /api/login ................................. ~ 502.48ms
  2025-04-15 16:37:30 /api/dashboard/indicadores ................... ~ 0.03ms
  2025-04-15 16:37:30 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 16:37:30 /api/dashboard/indicadores ................. ~ 500.25ms
  2025-04-15 16:37:30 /api/dashboard/indicadores ................... ~ 0.05ms
  2025-04-15 16:37:42 /api/login ................................... ~ 0.08ms
  2025-04-15 16:37:42 /api/login ................................... ~ 0.03ms
  2025-04-15 16:37:42 /api/dashboard/indicadores ................... ~ 0.08ms
  2025-04-15 16:37:42 /api/dashboard/indicadores ................... ~ 0.23ms
  2025-04-15 16:37:42 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 16:37:42 /api/dashboard/indicadores ................... ~ 0.02ms
  2025-04-15 16:38:02 /api/sensores ................................ ~ 0.08ms
  2025-04-15 16:38:02 /api/sensores ................................ ~ 0.30ms
  2025-04-15 16:38:02 /api/sensores .............................. ~ 500.29ms
  2025-04-15 16:38:02 /api/sensores ................................ ~ 0.03ms
  2025-04-15 16:38:04 /api/clientes .............................. ~ 500.30ms
  2025-04-15 16:38:04 /api/appliances ............................ ~ 500.56ms
  2025-04-15 16:38:04 /api/clientes ................................ ~ 0.02ms
  2025-04-15 16:38:04 /api/appliances .............................. ~ 0.02ms
  2025-04-15 16:38:54 /api/sensores ................................ ~ 0.07ms
  2025-04-15 16:38:54 /api/sensores ................................ ~ 0.03ms
  2025-04-15 16:39:14 /api/sensores ................................ ~ 0.07ms
  2025-04-15 16:39:14 /api/sensores ................................ ~ 0.03ms
  2025-04-15 16:45:02 /api/sensores ................................ ~ 0.08ms
  2025-04-15 16:45:02 /api/sensores ................................ ~ 0.32ms
  2025-04-15 16:45:02 /api/sensores .............................. ~ 500.27ms
  2025-04-15 16:45:02 /api/sensores .................................... ~ 1s
  2025-04-15 16:45:14 /api/clientes ................................ ~ 0.08ms
  2025-04-15 16:45:14 /api/clientes .............................. ~ 500.58ms
  2025-04-15 16:45:14 /api/appliances .................................. ~ 1s
  2025-04-15 16:45:14 /api/appliances .................................. ~ 1s
  2025-04-15 16:51:21 /api/sensores ................................ ~ 0.07ms
  2025-04-15 16:51:21 /api/sensores ................................ ~ 0.02ms
  2025-04-15 16:51:21 /api/sensores ................................ ~ 0.02ms
  2025-04-15 16:51:21 /api/sensores ................................ ~ 0.02ms
  2025-04-15 16:51:45 /api/clientes ................................ ~ 0.07ms
  2025-04-15 16:51:45 /api/clientes ................................ ~ 0.33ms
